"","ein","fips","nteecc","filer","zfiler","name","address","city","zip5","state","ruledate","level1","level2","level3","nteefinal","cassets","ctotrev","year","address1","address_full","latitude","longitude","tract"
"1756",272321002,42069,"N60","Y","Y","ELECTRIC CITY BOXING INC","120 DONNY DR","taylor",18517,"PA",201008,"PC","O","HS","N60",NA,NA,2020,"120 DONNY DR","120 DONNY DR, taylor, PA, 18517, USA",41.4028550178757,-75.7168509604953,"112500"
"1757",272354171,42069,"S80","Y","Y","INTERNATIONAL ASSOCIATION OF LIONS CLUBS","65","archbald",18403,"PA",194012,"O","O","PB","S80",NA,NA,2020,"65","65, archbald, PA, 18403, USA",41.4907595,-75.5521052,"111100"
"1758",272383133,42069,"X20","N","N","QUEEN OF ANGELS PARISH","605 CHURCH ST","jessup",18434,"PA",194603,"PC","O","RE","X20",NA,NA,2020,"605 CHURCH ST","605 CHURCH ST, jessup, PA, 18434, USA",41.4736109792598,-75.5670820249091,"111300"
"1759",272392471,42079,"B20","Y","N","ROCK SOLID ACADEMY","1919 MOUNTAIN ROAD UNIT 2","larksville",18651,"PA",201203,"PC","O","ED","B20",133786,133786,2020,"1919 MOUNTAIN ROAD UNIT 2","1919 MOUNTAIN ROAD UNIT 2, larksville, PA, 18651, USA",41.2759540096279,-75.9456830359742,"213400"
"1760",272539084,42069,"X21","N","N","CONCILIO PENTECOSTAL REY DE REYES INC","213 PROSPECT AVE","scranton",18505,"PA",201101,"PC","O","RE","X21",NA,NA,2020,"213 PROSPECT AVE","213 PROSPECT AVE, scranton, PA, 18505, USA",41.4010070177731,-75.6598970180656,"102500"
"1761",272581562,42069,"P45","Y","Y","CRISIS PREGNANCY CENTER OF SCRANTON INC","415 HICKORY ST","scranton",18505,"PA",201106,"PC","O","HS","P45",NA,NA,2020,"415 HICKORY ST","415 HICKORY ST, scranton, PA, 18505, USA",41.4008467674465,-75.6652422980818,"102500"
"1762",272895904,42069,"P20","Y","Y","LADIES IN PINK","131 BASALYGA ST","jessup",18434,"PA",201108,"PC","O","HS","P20",NA,NA,2020,"131 BASALYGA ST","131 BASALYGA ST, jessup, PA, 18434, USA",41.4792340209145,-75.5663869974978,"111300"
"1763",272989189,42079,"J40","N","N","PENNSYLVANIA ASSOCIATION OF RETIRED STATE EMPLOYEES","41 E MT AIRY RD","shavertown",18708,"PA",201008,"O","O","HS","J40",NA,NA,2020,"41 E MT AIRY RD","41 E MT AIRY RD, shavertown, PA, 18708, USA",41.3168219902165,-75.9414230175044,"211400"
"1765",273201895,42069,"A82","N","N","ARCHBALD BOROUGH HISTORICAL SOCIETY","401 CHURCH STREET REAR","archbald",18403,"PA",201202,"PC","O","AR","A82",NA,NA,2020,"401 CHURCH STREET REAR","401 CHURCH STREET REAR, archbald, PA, 18403, USA",41.4970309806508,-75.5389469934343,"111100"
"1766",273439132,42079,"Y42","N","N","FREE AND ACCEPTED MASONS OF PENNSYLVANIA","656 CAMPGROUND RD","harding",18643,"PA",199402,"O","M","MO","Y42",NA,NA,2020,"656 CAMPGROUND RD","656 CAMPGROUND RD, harding, PA, 18643, USA",41.3387167663215,-75.8489480873157,"211102"
"1767",273527827,42079,"D20","N","N","MODIFIED K9 INC","21 HENRY ST","plains",18705,"PA",201406,"PC","O","EN","D20",1,1,2020,"21 HENRY ST","21 HENRY ST, plains, PA, 18705, USA",41.2771879934134,-75.8478779605813,"211900"
"1768",273575867,42079,"G84","Y","Y","LIV WITH AUTISM FOUNDATION","37 VALLEY VIEW DR","mountain top",18707,"PA",201102,"PC","O","HE","G84",NA,NA,2020,"37 VALLEY VIEW DR","37 VALLEY VIEW DR, mountain top, PA, 18707, USA",41.1633430147373,-75.8781819771408,"215501"
"1769",273582779,42069,"E70","Y","N","COMMUNITY HEALTH HUB","501 S WASHINGTON AVE STE 1000","scranton",18505,"PA",201104,"PC","O","HE","E70",480104,480104,2020,"501 S WASHINGTON AVE STE 1000","501 S WASHINGTON AVE STE 1000, scranton, PA, 18505, USA",41.4018739999281,-75.6691720130244,"102500"
"1770",273587929,42079,"M24","Y","N","TRUCKSVILLE VOLUNTEER FIRE & RESCUE INC","11 CARVERTON RD","trucksville",18708,"PA",200205,"PC","O","HS","M24",625380,625380,2020,"11 CARVERTON RD","11 CARVERTON RD, trucksville, PA, 18708, USA",41.3198800018615,-75.9123359694669,"211400"
"1771",273619189,42069,"T20","Y","N","SHREE DHARMAJIVAN MISSION PRIVATE FOUNDATION CHARITABLE TRUST","1008 WINDEMERE CIR","dalton",18414,"PA",201301,"PC","S","ZC","T20",361465,361465,2020,"1008 WINDEMERE CIR","1008 WINDEMERE CIR, dalton, PA, 18414, USA",41.5199059906974,-75.7184030375063,"110300"
"1772",273742231,42079,"W30","Y","N","DISABLED AMERICAN VETERANS","PO BOX 188","lattimer mnes",18234,"PA",201603,"O","O","PB","W30",16582,16582,2020,"PO BOX 188","PO BOX 188, lattimer mnes, PA, 18234, USA",40.9940800000001,-75.962635,"216900"
"1773",273846901,42069,"N32","Y","Y","WEST SCRANTON HYDE PARK NEIGHBORHOOD WATCH INC","1621 WASHBURN ST","scranton",18504,"PA",201406,"PC","O","HS","N32",161693,161693,2020,"1621 WASHBURN ST","1621 WASHBURN ST, scranton, PA, 18504, USA",41.4134359971683,-75.6881440317669,"102000"
"1774",273851697,42079,"E21","Y","N","HOPE CENTER OF THE WYOMING VALLEY","205 MAIN ST # 207","luzerne",18709,"PA",201103,"PC","O","HE","E21",670712,670712,2020,"205 MAIN ST # 207","205 MAIN ST # 207, luzerne, PA, 18709, USA",41.2847069796569,-75.8975139986246,"212300"
"1775",273905535,42069,"P84","Y","N","SCRANTON CHINESE SCHOOL","107 NIKELLE LN","s abingtn twp",18411,"PA",201404,"PC","O","HS","P84",11593,11593,2020,"107 NIKELLE LN","107 NIKELLE LN, s abingtn twp, PA, 18411, USA",41.5149700136459,-75.671527998369,"110401"
"1776",273965572,42079,"R26","Y","Y","NEPA RAINBOW ALLIANCE","PO BOX 1032","pittston",18640,"PA",201407,"PC","O","PB","R26",NA,NA,2020,"PO BOX 1032","PO BOX 1032, pittston, PA, 18640, USA",41.3191801,-75.7866473,"210800"
"1777",274024405,42069,"G30","Y","N","THE ANTHONY J RINALDI JR FOUNDATION FOR CHILDREN WITH CANCER","C/0 538 SPRUCE ST SUITE 600","scranton",18503,"PA",201101,"PC","O","HE","G30",193667,193667,2020,"C/0 538 SPRUCE ST SUITE 600","C/0 538 SPRUCE ST SUITE 600, scranton, PA, 18503, USA",41.4071470133062,-75.662806963391,"100200"
"1778",274028153,42079,"G42","Y","Y","NORTHEASTERN SPEECH & HEARING ASSOC OF PA","73 CONYNGHAM DRUMS RD","sugarloaf",18249,"PA",201207,"PC","O","HE","G42",NA,NA,2020,"73 CONYNGHAM DRUMS RD","73 CONYNGHAM DRUMS RD, sugarloaf, PA, 18249, USA",40.9985900023014,-76.0490169823398,"216502"
"1779",274059681,42079,"W30","N","N","VFW POST 8227 CANTEEN INC","PO BOX 378","nescopeck",18635,"PA",201101,"O","O","PB","W30",312714,312714,2020,"PO BOX 378","PO BOX 378, nescopeck, PA, 18635, USA",41.0510550000001,-76.21586,"216200"
"1780",274202010,42069,"P70","Y","N","FRONTLINE SENIOR CARE INC","5 MORGAN HWY STE 6","scranton",18508,"PA",201408,"PC","O","HS","P70",16124966,16124966,2020,"5 MORGAN HWY STE 6","5 MORGAN HWY STE 6, scranton, PA, 18508, USA",41.4447339817159,-75.6746820247149,"101800"
"1781",274202010,42069,"P70","Y","N","FRONTLINE SENIOR CARE INC","5 MORGAN HWY STE 6","scranton",18508,"PA",201408,"PC","O","HS","P70",36112501,36112501,2020,"5 MORGAN HWY STE 6","5 MORGAN HWY STE 6, scranton, PA, 18508, USA",41.4447339817159,-75.6746820247149,"101800"
"1782",274249561,42069,"P76","Y","N","OPEN HEARTS AND HOMES FOR CHILDREN","1001 LACKAWANNA TRL","clarks summit",18411,"PA",201105,"PC","O","HS","P76",47905,47905,2020,"1001 LACKAWANNA TRL","1001 LACKAWANNA TRL, clarks summit, PA, 18411, USA",41.5029497097092,-75.7206002680492,"110300"
"1783",274261996,42069,"N64","Y","Y","SOCCER ASSOC FOR YOUTH","PO BOX 108","moscow",18444,"PA",197204,"PC","O","HS","N64",NA,NA,2020,"PO BOX 108","PO BOX 108, moscow, PA, 18444, USA",41.3401951000001,-75.5225928,"111802"
"1784",274295324,42069,"M24","Y","N","INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS","806 WOODLAWN - DON SKLANKA","scranton",18509,"PA",195903,"O","O","HS","M24",206828,206828,2020,"806 WOODLAWN - DON SKLANKA","806 WOODLAWN - DON SKLANKA, scranton, PA, 18509, USA",41.4347329882135,-75.643704019321,"101000"
"1785",274327335,42079,"B28","N","N","ST LUKES VILLA","80 E NORTHAMPTON STREET","wilkes barre",18701,"PA",194603,"PC","O","ED","B28",NA,NA,2020,"80 E NORTHAMPTON STREET","80 E NORTHAMPTON STREET, wilkes barre, PA, 18701, USA",41.242612014172,-75.881957018693,"200100"
"1786",274328345,42079,"X21","Y","N","MAPLE GROVE UNITED METHODIST CHURCH LAND ASSOCIATION","1496 STATE ROUTE 29 HWY","hunlock creek",18621,"PA",201506,"PF","S","RE","X21",18932,18932,2020,"1496 STATE ROUTE 29 HWY","1496 STATE ROUTE 29 HWY, hunlock creek, PA, 18621, USA",41.2988295193055,-76.094630303407,"211302"
"1787",275057423,42079,"M99","Y","Y","CARS-ON-COURSE","1301 E 3RD ST","nescopeck",18635,"PA",201503,"PC","O","HS","M99",NA,NA,2020,"1301 E 3RD ST","1301 E 3RD ST, nescopeck, PA, 18635, USA",41.0539430012246,-76.2062380165822,"216200"
"1788",275078897,42079,"H20","N","N","ALLIED ESTABLISHMENT FOR GENETIC INVESTIGATIONS OF SASQUATCH INC","147 CRESCENT AVE","wilkes barre",18702,"PA",201104,"PC","O","HE","H20",NA,NA,2020,"147 CRESCENT AVE","147 CRESCENT AVE, wilkes barre, PA, 18702, USA",41.2424890097429,-75.9133179932429,"200300"
"1789",275156153,42069,"W30","Y","N","JAMIE KOTULA FOUNDATION INC","211 ELMWOOD DR","elmhurst twp",18444,"PA",201205,"PC","O","PB","W30",136007,136007,2020,"211 ELMWOOD DR","211 ELMWOOD DR, elmhurst twp, PA, 18444, USA",41.3790719962581,-75.5366009825545,"111802"
"1790",275483475,42079,"Y40","Y","Y","PENNSYLVANIA FRATERNAL ALLIANCE","71 S WASHINGTON ST","wilkes barre",18701,"PA",201603,"O","M","MO","Y40",NA,NA,2020,"71 S WASHINGTON ST","71 S WASHINGTON ST, wilkes barre, PA, 18701, USA",41.2437359854783,-75.8830650224737,"200100"
"1791",275501471,42069,"E11","Y","N","NORTHEASTERN PENNSYLVANIA HEALTH CARE FOUNDATION","615 JEFFERSON AVE STE 102","scranton",18510,"PA",201108,"PC","S","ZA","E11",14650557,14650557,2020,"615 JEFFERSON AVE STE 102","615 JEFFERSON AVE STE 102, scranton, PA, 18510, USA",41.4115703974911,-75.6555820425105,"100200"
"1792",276354765,42069,"T22","Y","N","IRENE M MATTO TR","BLAKELY DRINKER STREETS","dunmore",18512,"PA",201007,"PF","S","ZC","T22",1466048,1466048,2020,"BLAKELY DRINKER STREETS","BLAKELY DRINKER STREETS, dunmore, PA, 18512, USA",41.4151996284424,-75.6054203084847,"112100"
"1793",300113715,42079,"X21","N","N","ST JAMES EVANGELICAL LUTHERAN CHURCH","827 E COUNTY RD","wapwallopen",18660,"PA",198804,"PC","O","RE","X21",NA,NA,2020,"827 E COUNTY RD","827 E COUNTY RD, wapwallopen, PA, 18660, USA",41.0729260002603,-76.0592360310532,"216200"
"1794",300135449,42079,"S30","Y","N","THE GREATER PITTSTON LAND REVITILAZATION CORPORATION","35 BROAD STREET","pittston",18640,"PA",201602,"PC","O","PB","S30",778527,778527,2020,"35 BROAD STREET","35 BROAD STREET, pittston, PA, 18640, USA",41.3219489908414,-75.7892160377415,"210800"
"1795",300223313,42079,"I43","Y","N","EXODUS PRISON AND AFTERCARE MINISTRIES","458 WYOMING AVENUE","kingston",18704,"PA",200705,"PC","O","HS","I43",15048,15048,2020,"458 WYOMING AVENUE","458 WYOMING AVENUE, kingston, PA, 18704, USA",41.2674219865666,-75.8915530405434,"212700"
"1797",300274126,42079,"G70","N","N","JUVENILE DIABETES ORGANIZATION OF NORTHEASTERN PENNSYLVANIA","87 LOOMIS ST","wilkes barre",18702,"PA",201908,"PC","O","HE","G70",NA,NA,2020,"87 LOOMIS ST","87 LOOMIS ST, wilkes barre, PA, 18702, USA",41.2308030022452,-75.8932569976399,"200700"
"1799",300428547,42079,"N61","Y","N","RINGTOWN VALLEY HUNTING CAMP","111 ALEXANDER DR","sugarloaf",18249,"PA",201408,"O","O","HS","N61",9135,9135,2020,"111 ALEXANDER DR","111 ALEXANDER DR, sugarloaf, PA, 18249, USA",40.9786329842073,-76.1642549914141,"216400"
"1800",300468928,42069,"A82","Y","Y","JERMYN HISTORICAL SOCIETY","520 WASHINGTON AVE","jermyn",18433,"PA",200807,"PC","O","AR","A82",NA,NA,2020,"520 WASHINGTON AVE","520 WASHINGTON AVE, jermyn, PA, 18433, USA",41.529037990388,-75.5458879636349,"111000"
"1801",300477290,42079,"W30","Y","Y","AMERICAN LEGION AUXILIARY","329 MAIN ST","duryea",18642,"PA",201407,"O","O","PB","W30",NA,NA,2020,"329 MAIN ST","329 MAIN ST, duryea, PA, 18642, USA",41.3509619765335,-75.7637033284239,"210500"
"1802",300479141,42079,"C40","Y","Y","CENTER FOR LANDSCAPE DESIGN & STEWARDSHIP","8 SIDEHILL TRL","sugarloaf",18249,"PA",200903,"PC","O","EN","C40",NA,NA,2020,"8 SIDEHILL TRL","8 SIDEHILL TRL, sugarloaf, PA, 18249, USA",40.994424992704,-76.0747449826797,"216501"
"1803",300514138,42069,"A6C","Y","N","PA JAZZ ALLIANCE INC","808 N MAIN ST","archbald",18403,"PA",201002,"PC","O","AR","A6C",19022,19022,2020,"808 N MAIN ST","808 N MAIN ST, archbald, PA, 18403, USA",41.514214007889,-75.5447650400665,"111100"
"1804",300525276,42069,"N32","Y","Y","SHERWOOD YOUTH ASSOCIATION","PO BOX 205","dunmore",18512,"PA",200908,"PC","O","HS","N32",NA,NA,2020,"PO BOX 205","PO BOX 205, dunmore, PA, 18512, USA",41.4218983362244,-75.6162586973768,"112000"
"1805",300589576,42069,"W30","N","N","VETERANS OF FOREIGN WARS OF THE UNITED STATES AUX DEPT OF PA","401 MAIN ST # 403","dupont",18641,"PA",201007,"O","O","PB","W30",NA,NA,2020,"401 MAIN ST # 403","401 MAIN ST # 403, dupont, PA, 18641, USA",41.3212859823002,-75.7515989782995,"210200"
"1806",300593455,42079,"N61","Y","Y","WARSZAWA SPORTSMEN CLUB","1020 WILLOW ST","wilkes barre",18702,"PA",201409,"O","O","HS","N61",NA,NA,2020,"1020 WILLOW ST","1020 WILLOW ST, wilkes barre, PA, 18702, USA",41.231300007194,-75.8671079743035,"215200"
"1807",300601092,42069,"Y41","Y","Y","KNIGHTS OF COLUMBUS","139 GORHAM AVE","mayfield",18433,"PA",194010,"O","M","MO","Y41",NA,NA,2020,"139 GORHAM AVE","139 GORHAM AVE, mayfield, PA, 18433, USA",41.5359479894563,-75.5478779950868,"110600"
"1808",300608772,42069,"X20","N","N","DIVINE MERCY","312 DAVIS ST","scranton",18505,"PA",194603,"PC","O","RE","X20",NA,NA,2020,"312 DAVIS ST","312 DAVIS ST, scranton, PA, 18505, USA",41.3791939948589,-75.6955890058054,"103100"
"1809",300733279,42079,"N32","Y","N","THE CHILDRENS FREE CAMPGROUND FACILITIES FOUNDATION","108 W PETTEBONE ST","wyoming",18644,"PA",201401,"PF","S","HS","N32",5e+05,5e+05,2020,"108 W PETTEBONE ST","108 W PETTEBONE ST, wyoming, PA, 18644, USA",41.3076280063519,-75.8451860285574,"211600"
"1810",300780947,42069,"F40","Y","Y","NORTHEAST SUICIDE PREVENTION INITIATIVE INC","148 S KEYSER AVE","taylor",18517,"PA",201709,"PC","O","HE","F40",NA,NA,2020,"148 S KEYSER AVE","148 S KEYSER AVE, taylor, PA, 18517, USA",41.3996649912557,-75.7189340310725,"112500"
"1811",300789986,42079,"Q99","N","N","GRACE ASSEMBLY INTERNATIONAL INC","343 S GRANT ST","wilkes barre",18702,"PA",201408,"PC","O","IN","Q99",NA,NA,2020,"343 S GRANT ST","343 S GRANT ST, wilkes barre, PA, 18702, USA",41.2337880075135,-75.8853080197635,"200800"
"1812",300843677,42079,"X20","N","N","SLOCUM CHAPEL","1024 EXETER AVE","exeter",18643,"PA",201503,"PC","O","RE","X20",NA,NA,2020,"1024 EXETER AVE","1024 EXETER AVE, exeter, PA, 18643, USA",41.3424555149949,-75.8056394511293,"211101"
"1813",300861069,42069,"X20","N","N","QUEEN OF ANGELS CHAPEL INC","535 N HYDE PARK AVE","scranton",18504,"PA",201512,"PC","O","RE","X20",NA,NA,2020,"535 N HYDE PARK AVE","535 N HYDE PARK AVE, scranton, PA, 18504, USA",41.4182190044868,-75.6768279595658,"101600"
"1814",306043784,42079,"T20","Y","N","JOHN J & JOSEPHINE THOMAS CHARITABLE FDN","120 S FRANKLIN ST","wilkes barre",18701,"PA",200302,"PF","S","ZC","T20",903535,903535,2020,"120 S FRANKLIN ST","120 S FRANKLIN ST, wilkes barre, PA, 18701, USA",41.2448579870373,-75.8863040413178,"200100"
"1815",311078405,42079,"P40","Y","Y","FAMILY MOTOR COACH ASSOCIATION","234 E PETTEBONE ST","wyoming",18644,"PA",197501,"O","O","HS","P40",NA,NA,2020,"234 E PETTEBONE ST","234 E PETTEBONE ST, wyoming, PA, 18644, USA",41.3057269907117,-75.8423289730411,"211600"
"1816",311129006,42069,"W30","Y","Y","DISABLED AMERICAN VETERANS","901 ENTERPRISE ST","dickson city",18519,"PA",194602,"O","O","PB","W30",NA,NA,2020,"901 ENTERPRISE ST","901 ENTERPRISE ST, dickson city, PA, 18519, USA",41.4625689952926,-75.6161770111025,"111500"
"1817",311246727,42069,"B83","Y","Y","SIGMA THETA TAU INC","UNIVERSITY OF SCRANTON","scranton",18510,"PA",195412,"PC","O","ED","B83",NA,NA,2020,"UNIVERSITY OF SCRANTON","UNIVERSITY OF SCRANTON, scranton, PA, 18510, USA",41.40686,-75.65874,"100300"
"1818",311344539,42079,"S20","Y","Y","ASSOCIATION OF NOTRE DAME CLUBS INC","56 GARBUTT AVE","dallas",18612,"PA",198307,"PC","O","PB","S20",NA,NA,2020,"56 GARBUTT AVE","56 GARBUTT AVE, dallas, PA, 18612, USA",41.3381579990211,-75.9727920386813,"211205"
"1819",311444571,42069,"N50","Y","Y","ASSOCIATION OF NOTRE DAME CLUBS INC","110 BEVERLY DR","s abingtn twp",18411,"PA",198307,"PC","O","HS","N50",NA,NA,2020,"110 BEVERLY DR","110 BEVERLY DR, s abingtn twp, PA, 18411, USA",41.4954890038331,-75.6764439845814,"110401"
"1820",311581505,42079,"M24","Y","Y","GERMANIA HOSE CO VOLUNTEER FIREMENS RELIEF ASSOC","430 FOOTE AVE","duryea",18642,"PA",199804,"O","O","HS","M24",NA,NA,2020,"430 FOOTE AVE","430 FOOTE AVE, duryea, PA, 18642, USA",41.3439879898652,-75.7593629675728,"210500"
"1821",311585314,42069,"E62","Y","N","COTTAGE AMBULANCE FOUNDATION","2 GREENFIELD RD","carbondale",18407,"PA",199902,"PC","S","HE","E62",104613,104613,2020,"2 GREENFIELD RD","2 GREENFIELD RD, carbondale, PA, 18407, USA",41.5627749830311,-75.5196599827705,"110700"
"1822",311585318,42069,"E62","Y","N","COTTAGE AMBULANCE INC","PO BOX 331","carbondale",18407,"PA",199809,"PF","S","HE","E62",4280,4280,2020,"PO BOX 331","PO BOX 331, carbondale, PA, 18407, USA",41.57045,-75.49868,"110800"
"1823",311623348,42079,"B20","Y","N","HELPING HANDS SOCIETY OF HAZLETON AREA SCHUYLKILL AND CARBON COUNTY","301 ROCKY RD","hazleton",18201,"PA",199901,"PC","O","ED","B20",654181,654181,2020,"301 ROCKY RD","301 ROCKY RD, hazleton, PA, 18201, USA",40.9359040115662,-75.9718710351604,"217300"
"1824",311636266,42079,"S41","Y","Y","GREATER WHITE HAVEN CHAMBER OF COMMERCE","PO BOX 363","white haven",18661,"PA",201612,"O","O","PB","S41",NA,NA,2020,"PO BOX 363","PO BOX 363, white haven, PA, 18661, USA",41.06303,-75.77601,"215400"
"1825",311740650,42079,"M24","Y","N","FIREMENS RELIEF ASSOCIATION OF THE EXCELSIOR HOSE COMPANY NO 2","798 FOOTE AVE","duryea",18642,"PA",200104,"PC","O","HS","M24",70027,70027,2020,"798 FOOTE AVE","798 FOOTE AVE, duryea, PA, 18642, USA",41.3505169895247,-75.7529629654032,"210500"
"1826",320138239,42079,"B11","N","N","PENNSYLVANIA CITIZENS FOR BETTER LIBRARIES","107 W MAIN ST","plymouth",18651,"PA",200006,"PC","S","ZA","B11",NA,NA,2020,"107 W MAIN ST","107 W MAIN ST, plymouth, PA, 18651, USA",41.2401203532873,-75.946896767791,"213700"
"1827",320264378,42069,"N64","Y","N","SOCCER ASSOC FOR YOUTH","PO BOX 88","dunmore",18512,"PA",197204,"PC","O","HS","N64",48572,48572,2020,"PO BOX 88","PO BOX 88, dunmore, PA, 18512, USA",41.4218983362244,-75.6162586973768,"112000"
"1829",320317218,42079,"X20","N","N","OUR LADY OF THE EUCHARIST","535 N MAIN ST","pittston",18640,"PA",194603,"PC","O","RE","X20",NA,NA,2020,"535 N MAIN ST","535 N MAIN ST, pittston, PA, 18640, USA",41.3378710026564,-75.7862520291406,"210700"
"1830",320318262,42079,"W30","Y","Y","VETERANS OF FOREIGN WARS OF THE UNITED STATES AUX DEPT OF PA","101 WINTERS AVE","west hazleton",18202,"PA",201007,"O","O","PB","W30",NA,NA,2020,"101 WINTERS AVE","101 WINTERS AVE, west hazleton, PA, 18202, USA",40.9590430096532,-75.9965340308829,"217900"
"1831",320345340,42069,"B94","Y","Y","PTA PENNSYLVANIA CONGRESS","1000 N EVERETT AVE","scranton",18504,"PA",197001,"PC","O","ED","B94",NA,NA,2020,"1000 N EVERETT AVE","1000 N EVERETT AVE, scranton, PA, 18504, USA",41.4308260155054,-75.679542019814,"101800"
"1832",331030272,42069,"E70","Y","N","HEALTHY NORTHEAST PENNSYLVANIA INITIATIVE","100 ABINGTON EXECUTIVE PARK","clarks summit",18411,"PA",200303,"PC","O","HE","E70",1,1,2020,"100 ABINGTON EXECUTIVE PARK","100 ABINGTON EXECUTIVE PARK, clarks summit, PA, 18411, USA",41.476420006471,-75.7105129844092,"110403"
"1833",331085371,42079,"X21","N","N","NEW LIFE PM CHURCH","570 S MAIN RD","mountaintop",18707,"PA",196806,"PC","O","RE","X21",NA,NA,2020,"570 S MAIN RD","570 S MAIN RD, mountaintop, PA, 18707, USA",41.1131281920073,-75.9404858327992,"215502"
"1834",331209815,42079,"N033","Y","Y","QUALITY HILL PLAYGROUND ASSOCIATION","1457 S HANOVER ST","nanticoke",18634,"PA",201205,"O","O","HS","N0332",NA,NA,2020,"1457 S HANOVER ST","1457 S HANOVER ST, nanticoke, PA, 18634, USA",41.1897719936398,-76.0005339588972,"214400"
"1835",342042921,42069,"L40","Y","N","KEYSTONE RESCUE MISSION ALLIANCE INC","8 W OLIVE ST","scranton",18508,"PA",200602,"PC","O","HS","L40",291833,291833,2020,"8 W OLIVE ST","8 W OLIVE ST, scranton, PA, 18508, USA",41.4154179819931,-75.6631249727975,"100600"
"1836",351928455,42069,"B83","Y","Y","SIGMA THETA TAU INTERNATIONAL INC","2300 ADAMS AVE","scranton",18509,"PA",195412,"PC","O","ED","B83",NA,NA,2020,"2300 ADAMS AVE","2300 ADAMS AVE, scranton, PA, 18509, USA",41.4338289999561,-75.6371170168915,"101000"
"1837",352231744,42069,"Y41","Y","Y","KNIGHTS OF COLUMBUS","1171 HEMLOCK LN","carbondale",18407,"PA",194010,"O","M","MO","Y41",NA,NA,2020,"1171 HEMLOCK LN","1171 HEMLOCK LN, carbondale, PA, 18407, USA",41.6413881917152,-75.5235973866741,"110100"
"1839",352536678,42069,"P50","Y","N","CIL CARES","431 WYOMING AVE","scranton",18503,"PA",201601,"PC","O","HS","P50",NA,NA,2020,"431 WYOMING AVE","431 WYOMING AVE, scranton, PA, 18503, USA",41.4121740178262,-75.6617449762587,"100200"
"1840",362590076,42069,"U05","Y","N","SOLUTION MINING RESEARCH INSTITUTE INC","PO BOX 187","clarks summit",18411,"PA",196606,"O","O","PB","U05",942169,942169,2020,"PO BOX 187","PO BOX 187, clarks summit, PA, 18411, USA",41.4931100000001,-75.7060999999999,"110500"
"1841",363314873,42079,"B83","Y","Y","SIGMA THETA TAU INC","83 W SOUTH ST","wilkes barre",18766,"PA",195412,"PC","O","ED","B83",NA,NA,2020,"83 W SOUTH ST","83 W SOUTH ST, wilkes barre, PA, 18766, USA",41.2443999986819,-75.8897625079172,"200100"
"1842",363467323,42079,"W30","Y","N","AMERICAN LEGION","62 NEWPORT ST","glen lyon",15001,"PA",194603,"O","O","PB","W30",-4474,0,2020,"62 NEWPORT ST","62 NEWPORT ST, glen lyon, PA, 15001, USA",41.1718437901154,-76.0770135039631,"215600"
"1843",363479045,42079,"B83","Y","Y","SIGMA THETA TAU INC","199 LAKE ST","dallas",18612,"PA",195412,"PC","O","ED","B83",NA,NA,2020,"199 LAKE ST","199 LAKE ST, dallas, PA, 18612, USA",41.3416550128449,-75.966807024538,"211204"
"1844",364594126,42079,"J21","Y","N","LUZERNE-SCHUYKILL COUNTY WORKFORCE INVESTMENT BOARD","22 E UNION ST STE 115","wilkes barre",18701,"PA",200708,"PC","O","HS","J21",1547406,1547406,2020,"22 E UNION ST STE 115","22 E UNION ST STE 115, wilkes barre, PA, 18701, USA",41.2470730836583,-75.8780976459117,"200100"
"1845",364741581,42079,"Y03","Y","Y","WHITE HAVEN VICINITY MILITARY HONOR ROLL SOCIETY","312 MAIN ST","white haven",18661,"PA",201406,"PC","M","MO","Y03",NA,NA,2020,"312 MAIN ST","312 MAIN ST, white haven, PA, 18661, USA",41.0615730573007,-75.7733973749763,"215400"
"1846",364751570,42069,"B01","Y","N","NORTHEAST PENNSYLVANIA EDUCATION CONSORTIUM","800 LINDEN ST","scranton",18510,"PA",201407,"PC","O","ED","B01",52727,52727,2020,"800 LINDEN ST","800 LINDEN ST, scranton, PA, 18510, USA",41.4066430094683,-75.6577670088307,"100300"
"1847",364782792,42079,"N61","Y","Y","BUCK HORN SPORTSMEN CLUB","PO BOX 223","luzerne",18709,"PA",201501,"O","O","HS","N61",NA,NA,2020,"PO BOX 223","PO BOX 223, luzerne, PA, 18709, USA",41.2847585000001,-75.8960885,"212300"
"1848",371440334,42079,"S30","Y","N","GREATER WILKES-BARRE DEVELOPMENT CORPORATION","2 PUBLIC SQUARE","wilkesbarre",18701,"PA",200410,"O","O","PB","S30",6124308,6124308,2020,"2 PUBLIC SQUARE","2 PUBLIC SQUARE, wilkesbarre, PA, 18701, USA",41.2464457379104,-75.8822068054986,"200100"
"1849",371619663,42079,"T21","Y","N","SALVATION TREE INC","100 HILLSIDE DR","drums",18222,"PA",201301,"PC","S","ZC","T21",1009,1009,2020,"100 HILLSIDE DR","100 HILLSIDE DR, drums, PA, 18222, USA",41.0418759943181,-75.9734279736753,"216601"
"1850",371639789,42079,"T22","Y","N","MERICLE FOUNDATION","100 BALTIMORE DRIVE","wilkes barre",18702,"PA",201106,"PF","S","ZC","T22",154243,154243,2020,"100 BALTIMORE DRIVE","100 BALTIMORE DRIVE, wilkes barre, PA, 18702, USA",41.2513719830901,-75.8065740372085,"211800"
